geometry,OBJECTID,TAGID,CNAME1,CNAME2,CNAME3,GENUS,SPECIES,CULTIVAR,DIAMETER,DBHHEIGHT,NUMTRUNK,HEIGHT,TRUNKHEIGHT,CRADAVG,Latitude,Longitude,Long,longitude,latitude
POINT (-76.9517103 38.9914087),2530,0,Sycamore,American,,Platanus,occidentalis,,4.3,4.5,1,14,0,4.2,4720441.018,-8566225.211,,-76.9517103,38.9914087
POINT (-76.9476419 38.9842466),2531,0,Crapemyrtle,Hybrid,Sioux,Lagerstroemia,x,Souix,0,4.5,1,0,0,0,4719415.277,-8565772.314,,-76.9476419,38.9842466
POINT (-76.9401475 38.9915314),2532,0,Arborvitae,Eastern White,Emerald Green,Thuja,occidentalis,Emerald Green,0,4.5,1,10,0,2,4720458.597,-8564938.043,,-76.9401475,38.9915314
POINT (-76.9416119 38.9909557),2533,0,Sweetspire,Virginia,Henry's Garnet,Itea,virginica,Henry's Garnet,0,0,0,0,0,0,4720376.133,-8565101.055,,-76.9416119,38.9909557
POINT (-76.9500908 38.9924158),2534,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,0,0,0,4720585.252,-8566044.919,,-76.9500908,38.9924158
POINT (-76.9410896 38.9911905),2535,0,Hydrangea,Panicle,Limelight,Hydrangea,paniculata,Limelight,0,0,0,0,0,0,4720409.766,-8565042.92,,-76.9410896,38.9911905
POINT (-76.9485355 38.9940879),2536,0,Planetree,London,Bloodgood,Platanus,x acerifolia,Bloodgood,2.5,4.5,1,20,5,6.2,4720824.75,-8565871.786,,-76.9485355,38.9940879
POINT (-76.9453494 38.9868647),2537,959,Crapemyrtle,,,Lagerstroemia,sp.,,0,1.5,2,23,6,14,4719790.223,-8565517.115,,-76.9453494,38.9868647
POINT (-76.9412902 38.9838172),2538,0,Rhododendron,Hybrid,Autumn Angel,Rhododendron,x,Roblef,0,4.5,1,1,0,0.7,4719353.79,-8565065.245,,-76.9412902,38.9838172
POINT (-76.9402723 38.9822436),2539,0,Camellia,Japanese,,Camellia,japonica,,0,4.5,1,0,0,0,4719128.439,-8564951.935,,-76.9402723,38.9822436
POINT (-76.9373406 38.9903844),2540,3745,Oak,Pin,,Quercus,palustris,,5.1,4.5,0,13,4,6.2,4720294.311,-8564625.575,,-76.9373406,38.9903844
POINT (-76.9518356 38.990328),2541,0,Holly,Inkberry,,Ilex,glabra,,0,4.5,1,2.5,0,1.5,4720286.239,-8566239.153,,-76.9518356,38.990328
POINT (-76.9503644 38.9914845),2542,0,Burning Bush,Common,,Euonymus,alatus,,0,4.5,1,4,0,2.5,4720451.879,-8566075.377,,-76.9503644,38.9914845
POINT (-76.9503101 38.9900526),2543,0,Yew,English,,Taxus,baccata,,0,4.5,1,3,0,1.5,4720246.787,-8566069.334,,-76.9503101,38.9900526
POINT (-76.9521136 38.985866),2544,0,Oak,Pin,,Quercus,palustris,,0,4.5,1,0,0,0,4719647.196,-8566270.105,,-76.9521136,38.985866
POINT (-76.9475366 38.9860404),2545,0,Rose,Hybrid,Carefree Beauty,Rosa,x,Carefree Beauty,0,0,0,0,0,0,4719672.181,-8565760.588,,-76.9475366,38.9860404
POINT (-76.9472491 38.9844663),2546,0,Osmanthus,Holly-Leaf,,Osmanthus,heterophyllus,,0,4.5,1,0,0,0,4719446.747,-8565728.587,,-76.9472491,38.9844663
POINT (-76.9440082 38.9866473),2547,928,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,23.3,2,5,20,5,9.1,4719759.094,-8565367.812,,-76.9440082,38.9866473
POINT (-76.9482472 38.9893173),2548,0,Pear,Ornamental,Cleveland Select,Pyrus,calleryana,Cleveland Select,3.7,4.5,1,0,0,0,4720141.483,-8565839.692,,-76.9482472,38.9893173
POINT (-76.9505975 38.9869162),2549,3235,Oak,Pin,,Quercus,palustris,,6.3,4.5,1,22.7,6.7,8.5,4719797.597,-8566101.327,,-76.9505975,38.9869162
POINT (-76.9427426 38.9830249),2550,479,Oak,Pin,,Quercus,palustris,,17.6,4.5,1,60,10,20,4719240.332,-8565226.926,,-76.9427426,38.9830249
POINT (-76.9429502 38.9952353),2551,0,Maple,Red,,Acer,rubrum,,2.3,4.5,1,0,0,0,4720989.096,-8565250.038,,-76.9429502,38.9952353
POINT (-76.9497521 38.9924474),2552,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,0,0,0,4720589.788,-8566007.225,,-76.9497521,38.9924474
POINT (-76.9332856 38.9832069),2553,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,0,4.5,1,0,0,0,4719266.383,-8564174.177,,-76.9332856,38.9832069
POINT (-76.9546762 38.9854954),2554,0,Cherry,Ornamental,Okame,Prunus,x incamp,Okame,3.1,4.5,1,0,0,0,4719594.13,-8566555.364,,-76.9546762,38.9854954
POINT (-76.9453953 38.9838395),2555,506,Sycamore,American,,Platanus,occidentalis,,32.4,4.5,1,62,12,33.8,4719356.981,-8565522.219,,-76.9453953,38.9838395
POINT (-76.9527123 38.9887495),2556,0,Holly,Japanese,,Ilex,crenata,,0,4.5,1,0,0,0,4720060.164,-8566336.75,,-76.9527123,38.9887495
POINT (-76.9492906 38.9920992),2557,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,2.5,0,1,4720539.917,-8565955.844,,-76.9492906,38.9920992
POINT (-76.9329339 38.982995),2558,2919,Oak,Willow,,Quercus,phellos,,26.7,4.5,1,66,6,24.1,4719236.04,-8564135.032,,-76.9329339,38.982995
POINT (-76.9409738 38.9823569),2559,0,Redbud,Eastern,Hearts Of Gold,Cercis,canadensis,Hearts of Gold,0,4.5,1,0,0,0,4719144.662,-8565030.03,,-76.9409738,38.9823569
POINT (-76.9520277 38.9849619),2560,2620,Pine,Japanese Black,,Pinus,thunbergii,,5.5,4,1,8.5,4,6.7,4719517.718,-8566260.541,,-76.9520277,38.9849619
POINT (-76.9233816 38.9960876),2561,0,Holly,Chinese,,Ilex,cornuta,,0,4.5,1,4,0,3.2,4721111.174,-8563071.667,,-76.9233816,38.9960876
POINT (-76.9411531 38.9912696),2562,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,0,0,0,0,0,4720421.096,-8565049.986,,-76.9411531,38.9912696
POINT (-76.9523944 38.9899305),2563,0,Pine,Eastern White,,Pinus,strobus,,5.8,4.5,1,17,1,7,4720229.311,-8566301.356,,-76.9523944,38.9899305
POINT (-76.9467968 38.9836843),2564,0,Maple,Sugar,Green Mountain,Acer,saccharum,Green Mountain,5.3,4.5,1,27.1,6,12.7,4719334.752,-8565678.24,,-76.9467968,38.9836843
POINT (-76.9515905 38.9882427),2565,0,Spruce,Norway,,Picea,abies,,3.7,4.5,1,15,0,5.9,4719987.583,-8566211.875,,-76.9515905,38.9882427
POINT (-76.9494075 38.9891447),2566,0,Falsecypress,Nootka,Weeping,Xanthocyparis,nootkatensis,Pendula,0,4.5,1,9,0,4,4720116.763,-8565968.858,,-76.9494075,38.9891447
POINT (-76.9489991 38.9919519),2567,0,Locust,Black,,Robinia,pseudoacacia,,7,4.5,1,0,0,0,4720518.823,-8565923.392,,-76.9489991,38.9919519
POINT (-76.9465627 38.9886955),2568,3269,Oak,Pin,,Quercus,palustris,,22.9,4.5,1,63,7,32.2,4720052.427,-8565652.173,,-76.9465627,38.9886955
POINT (-76.9336349 38.9898006),2569,0,Red Tip,Fraiser,,Photinia,x fraseri,,3,4.5,1,15.3,0,9.6,4720210.694,-8564213.059,,-76.9336349,38.9898006
POINT (-76.9461209 38.982396),2570,0,Zelkova,Japanese,,Zelkova,serrata,Green Vase,4.3,4.5,1,20,6,6.2,4719150.258,-8565603.002,,-76.9461209,38.982396
POINT (-76.943663 38.9846513),2571,0,Camellia,Japanese,Greenboro Red,Camellia,japonica,Greenboro Red,0,4.5,1,0,0,0,4719473.243,-8565329.381,,-76.943663,38.9846513
POINT (-76.9501709 38.9898428),2572,0,Lilac,Manchurian,Miss Kim,Syringa,patula,Miss Kim,0,4.5,1,3.5,0,2,4720216.747,-8566053.846,,-76.9501709,38.9898428
POINT (-76.940837 38.9845578),2573,173,Oak,Willow,,Quercus,phellos,,18,4.5,1,48,5,17.8,4719459.845,-8565014.791,,-76.940837,38.9845578
POINT (-76.9540319 39.0038211),2574,0,Oak,White,,Quercus,alba,,10.4,4.5,1,54.4,7,19.7,4722218.92,-8566483.646,,-76.9540319,39.0038211
POINT (-76.9451475 38.9928585),2575,2361,Redbud,Eastern,,Cercis,canadensis,,7,2,1,15,0,9.2,4720648.671,-8565494.637,,-76.9451475,38.9928585
POINT (-76.9497337 38.9923384),2576,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,0,0,0,4720574.177,-8566005.171,,-76.9497337,38.9923384
POINT (-76.9413542 38.9839205),2577,0,Rose,Hybrid,Sunny Knock Out,Rosa,hybrida,Radsunny,0,4.5,1,2,0,1,4719368.579,-8565072.371,,-76.9413542,38.9839205
POINT (-76.9518187 38.9899219),2578,0,Cryptomeria,Japanese,,Cryptomeria,japonica,,2.1,4.5,1,11.8,0.5,2.8,4720228.071,-8566237.276,,-76.9518187,38.9899219
POINT (-76.9412465 38.9837838),2579,0,Boxwood,Common,Elegantissima,Buxus,sempervirens,Elegantissima,0,4.5,1,2,0,1,4719349.007,-8565060.383,,-76.9412465,38.9837838
POINT (-76.9517233 38.9880563),2580,3216,Maple,Red,,Acer,rubrum,,11.4,4.5,1,27,0.5,17,4719960.889,-8566226.651,,-76.9517233,38.9880563
POINT (-76.9322203 38.9824095),2581,0,Cherry,Laurel,,Prunus,laurocerasus,,0,4.5,1,0,0,0,4719152.195,-8564055.585,,-76.9322203,38.9824095
POINT (-76.938861 38.991346),2582,3717,Zelkova,Japanese,,Zelkova,serrata,,2.5,4,1,17,6,4.7,4720432.041,-8564794.829,,-76.938861,38.991346
POINT (-76.9480667 38.9924954),2583,0,Hydrangea,Smooth,,Hydrangea,arborescens,,0,4.5,1,1,0,0.5,4720596.657,-8565819.601,,-76.9480667,38.9924954
POINT (-76.9384734 38.98781),2584,812,Oak,Scarlet,,Quercus,coccinea,,20.3,4.5,1,48,8,25.3,4719925.613,-8564751.676,,-76.9384734,38.98781
POINT (-76.9490976 38.992713),2585,0,,,,Rosa,x,,0,4.5,1,0,0,0,4720627.83,-8565934.36,,-76.9490976,38.992713
POINT (-76.9414265 38.9912509),2586,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,0,0,0,0,0,4720418.417,-8565080.42,,-76.9414265,38.9912509
POINT (-76.9412158 38.9864724),2587,863,Oak,Willow,,Quercus,phellos,,33.8,4.5,1,78,17.5,28.2,4719734.05,-8565056.963,,-76.9412158,38.9864724
POINT (-76.947064 38.9923025),2588,0,Boxwood,,,Buxus,sp.,,0,0,0,0,0,0,4720569.028,-8565707.985,,-76.947064,38.9923025
POINT (-76.9526972 38.9899168),2589,0,Pine,Eastern White,,Pinus,strobus,,5.8,4.5,1,2.5,0,6.5,4720227.343,-8566335.071,,-76.9526972,38.9899168
POINT (-76.94199 38.9897895),2590,3387,Oak,Willow,,Quercus,phellos,,18.8,4.5,1,59,10,24.9,4720209.106,-8565143.145,,-76.94199,38.9897895
POINT (-76.9518691 38.9869959),2591,0,Willow,Weeping,,Salix,alba,Tristis,2.1,4.5,1,10.7,1,7.3,4719809.025,-8566242.883,,-76.9518691,38.9869959
POINT (-76.9498454 38.9910114),2592,0,Yew,English,,Taxus,baccata,,0,4.5,1,3.5,0,2,4720384.114,-8566017.605,,-76.9498454,38.9910114
POINT (-76.9528943 38.98513),2593,0,Forsythia,Border,,Forsythia,x intermedia,,0,4.5,1,0,0,0,4719541.8,-8566357.012,,-76.9528943,38.98513
POINT (-76.9525424 38.9902407),2594,0,Spruce,Norway,,Picea,abies,,0,4.5,1,7,0,0,4720273.727,-8566317.836,,-76.9525424,38.9902407
POINT (-76.9404729 38.9822136),2595,3321,Pine,Japanese Black,,Pinus,thunbergii,,6.6,4.5,1,10,2,12.3,4719124.148,-8564974.263,,-76.9404729,38.9822136
POINT (-76.9514025 38.9906522),2596,3679,Birch,River,,Betula,nigra,,3.1,4.5,1,17.8,6,7.6,4720332.667,-8566190.944,,-76.9514025,38.9906522
POINT (-76.9350668 38.9882992),2597,1825,Magnolia,Star,,Magnolia,stellata,,9.5,3,2,20,1,7.2,4719995.669,-8564372.459,,-76.9350668,38.9882992
POINT (-76.9491282 38.9933183),2598,0,Holly,American,,Ilex,opaca,,3.1,0,1,0,0,0,4720714.528,-8565937.763,,-76.9491282,38.9933183
POINT (-76.9476264 38.9861439),2599,0,Juniper,Hybrid,Sea Green,Juniperus,x pfitzeriana,Sea Green,0,4.5,1,2,0,1,4719686.993,-8565770.587,,-76.9476264,38.9861439
POINT (-76.953762 38.988692),2600,0,Locust,Black,,Robinia,pseudoacacia,,11.5,4.5,3,27.3,8,16.2,4720051.933,-8566453.602,,-76.953762,38.988692
POINT (-76.9393816 38.986218),2601,0,Serviceberry,,,Amelanchier,sp.,,10.8,0.5,1,19,2,12.7,4719697.612,-8564852.781,,-76.9393816,38.986218
POINT (-76.9415614 38.9816299),2602,0,Mahonia,Leatherleaf,,Mahonia,bealei,,0,4.5,1,5.5,0.5,4.5,4719040.553,-8565095.44,,-76.9415614,38.9816299
POINT (-76.9326159 38.9834975),2603,1592,Pine,Eastern White,,Pinus,strobus,,11,4.5,1,37,1,8.6,4719308.014,-8564099.63,,-76.9326159,38.9834975
POINT (-76.9397568 38.9897746),2604,0,Crapemyrtle,Hybrid,Sioux,Lagerstroemia,x,Sioux,0,4.5,1,6,2,3,4720206.973,-8564894.543,,-76.9397568,38.9897746
POINT (-76.9425102 38.9831702),2605,0,Cherry,Japanese,Kwanzan,Prunus,serrulata,Kwanzan,6.1,2,1,14,2,12,4719261.142,-8565201.056,,-76.9425102,38.9831702
POINT (-76.9494118 38.9920486),2606,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,2.5,0,1,4720532.671,-8565969.344,,-76.9494118,38.9920486
POINT (-76.9496904 38.9921909),2607,0,Yew,English,Spreading,Taxus,baccata,Repandens,0,4.5,1,0,0,0,4720553.055,-8566000.348,,-76.9496904,38.9921909
POINT (-76.9242003 38.9975759),2608,0,Pine,Eastern White,,Pinus,strobus,,10.2,0.5,1,44,1,10.8,4721324.353,-8563162.807,,-76.9242003,38.9975759
POINT (-76.954276 39.0035688),2609,0,Oak,White,,Quercus,alba,,30.6,4.5,1,94,26.7,38.3,4722182.792,-8566510.821,,-76.954276,39.0035688
POINT (-76.9411912 38.9903136),2610,0,Birch,River,Duraheat,Betula,nigra,Duraheat,0,0,0,18,0,0,4720284.176,-8565054.223,,-76.9411912,38.9903136
POINT (-76.9493214 38.9896384),2611,0,Planetree,London,,Platanus,x acerifolia,,2.9,4.5,1,0,0,0,4720187.471,-8565959.279,,-76.9493214,38.9896384
POINT (-76.9477555 38.9862169),2612,0,Canna,,,Canna,x,,0,0,0,0,0,0,4719697.448,-8565784.956,,-76.9477555,38.9862169
POINT (-76.9340442 38.9837426),2613,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,0,4.5,1,12,1,4,4719343.102,-8564258.628,,-76.9340442,38.9837426
POINT (-76.9335905 38.9899743),2614,0,Red Tip,Fraiser,,Photinia,x fraseri,,3,4.5,1,20.5,0,8.1,4720235.584,-8564208.119,,-76.9335905,38.9899743
POINT (-76.9504714 38.991419),2615,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,3.5,0,2,4720442.491,-8566087.289,,-76.9504714,38.991419
POINT (-76.9352064 38.9814184),2616,0,Dogwood,Common,,Cornus,florida,,0,4.5,1,0,0,0,4719010.267,-8564387.999,,-76.9352064,38.9814184
POINT (-76.9493238 38.9901651),2617,2788,Planetree,London,,Platanus,x acerifolia,,6.4,4.5,1,0,0,0,4720262.913,-8565959.547,,-76.9493238,38.9901651
POINT (-76.9410147 38.9946413),2618,0,Maple,Freeman,Autumn Blaze,Acer,x freemanii,Autumn Blaze,3.6,4.5,1,19.4,6.5,5.2,4720904.017,-8565034.576,,-76.9410147,38.9946413
POINT (-76.9537846 39.0038615),2619,0,Sweetgum,American,,Liquidambar,styraciflua,,7.9,4.5,1,40,23,13.3,4722224.709,-8566456.117,,-76.9537846,39.0038615
POINT (-76.9497403 38.9924496),2620,0,Sweetspire,Virginia,Little Henry,Itea,virginica,Sprich,0,4.5,1,0,0,0,4720590.095,-8566005.907,,-76.9497403,38.9924496
POINT (-76.9417803 38.9903157),2621,3382,Hemlock,Eastern,,Tsuga,canadensis,,4.8,4.5,1,15,0,6.4,4720284.473,-8565119.8,,-76.9417803,38.9903157
POINT (-76.9369001 38.9908621),2622,2176,Scholar-Tree,Japanese,,Styphnolobium,japonicum,,5.6,4.5,1,20,5,11.7,4720362.73,-8564576.54,,-76.9369001,38.9908621
POINT (-76.9432388 38.9908264),2623,0,Cherry,Ornamental,Okame,Prunus,x incamp,Okame,3.1,4.5,1,11,4,3.7,4720357.618,-8565282.161,,-76.9432388,38.9908264
POINT (-76.9481055 38.9928355),2624,2456,Sweetgum,American,,Liquidambar,styraciflua,,18,4.5,1,72,10,12.8,4720645.376,-8565823.92,,-76.9481055,38.9928355
POINT (-76.9412244 38.9912805),2625,0,Hydrangea,Panicle,Limelight,Hydrangea,paniculata,Limelight,0,0,0,0,0,0,4720422.653,-8565057.918,,-76.9412244,38.9912805
POINT (-76.9524277 38.9865079),2626,0,Canna,Hybrid,,Canna,x,Hello Yellow,0,4.5,1,0,0,0,4719739.135,-8566305.072,,-76.9524277,38.9865079
POINT (-76.9498538 38.992515),2627,0,Hydrangea,Oakleaf,Snow Queen,Hydrangea,quercifolia,Snow Queen,0,4.5,1,0,0,0,4720599.468,-8566018.544,,-76.9498538,38.992515
POINT (-76.9377717 38.9869386),2628,764,Oak,Red,,Quercus,rubra,,16.2,4.5,1,37,8,18.4,4719800.811,-8564673.563,,-76.9377717,38.9869386
POINT (-76.9436208 38.9843878),2629,395,Oak,Pin,,Quercus,palustris,,10,4.5,1,38,9,13.9,4719435.504,-8565324.686,,-76.9436208,38.9843878
POINT (-76.9519504 38.9886077),2630,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,3,4.5,2,11,0,2.6,4720039.856,-8566251.931,,-76.9519504,38.9886077
POINT (-76.9495859 38.9934614),2631,0,Elephant Ear,Hybrid,Pink China,Colocasia,x,Pink China,0,4.5,1,0,0,0,4720735.013,-8565988.719,,-76.9495859,38.9934614
POINT (-76.9496996 38.9923118),2632,0,Maple,Red,October Glory,Acer,rubrum,October Glory,4,4.5,1,34,6,5.2,4720570.37,-8566001.381,,-76.9496996,38.9923118
POINT (-76.9498126 38.9909943),2633,0,Yew,English,,Taxus,baccata,,0,4.5,1,3.5,0,2,4720381.669,-8566013.957,,-76.9498126,38.9909943
POINT (-76.9430171 38.9878975),2634,0,Crabapple,,,Malus,sp.,,11.2,1.7,2,14,2,8.8,4719938.136,-8565257.483,,-76.9430171,38.9878975
POINT (-76.9421306 38.9904885),2635,0,Hornbeam,European,Fastigiata,Carpinus,betulus,Fastigiata,2,4.5,1,12,4,2.1,4720309.229,-8565158.801,,-76.9421306,38.9904885
POINT (-76.9360333 38.9845521),2636,0,Magnolia,Southern,,Magnolia,grandiflora,,0,4.5,1,0,0,0,4719459.036,-8564480.053,,-76.9360333,38.9845521
POINT (-76.9500264 38.9897275),2637,0,Holly,Chinese,Dwarf Burford,Ilex,cornuta,Burfordii Nana,0,4.5,1,3.5,0,1.5,4720200.234,-8566037.759,,-76.9500264,38.9897275
POINT (-76.94981 38.9920759),2638,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,2.5,0,1,4720536.582,-8566013.667,,-76.94981,38.9920759
POINT (-76.9469022 38.9918983),2639,0,Holly,Chinese,Burford,Ilex,cornuta,Burfordii,0,0,0,0,0,0,4720511.144,-8565689.968,,-76.9469022,38.9918983
POINT (-76.9418449 38.9909312),2640,0,Azalea,Hybrid,W.W. Vines,Rhododendron,x,W.W. Vines,0,0,0,0,0,0,4720372.625,-8565127,,-76.9418449,38.9909312
POINT (-76.9499614 38.990872),2641,0,Yew,English,,Taxus,baccata,,0,4.5,1,3.5,0,2,4720364.151,-8566030.522,,-76.9499614,38.990872
POINT (-76.9520025 38.9886547),2642,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,3,4.5,2,11,0,2.6,4720046.583,-8566257.737,,-76.9520025,38.9886547
POINT (-76.9427487 38.9843993),2643,339,Oak,Red,,Quercus,rubra,,15,4.5,1,40,7,15.1,4719437.152,-8565227.608,,-76.9427487,38.9843993
POINT (-76.945141 38.9931378),2644,3848,Maple,Red,,Acer,rubrum,,5,4.5,1,18,6,8.1,4720688.673,-8565493.916,,-76.945141,38.9931378
POINT (-76.9511021 38.9892028),2645,0,Cryptomeria,Japanese,,Cryptomeria,japonica,,3.8,4.5,1,14.6,0.5,5.4,4720125.079,-8566157.501,,-76.9511021,38.9892028
POINT (-76.9413799 38.9907447),2646,0,Abelia,Glossy,,Abelia,x grandiflora,Sunrise,0,0,0,0,0,0,4720345.92,-8565075.232,,-76.9413799,38.9907447
POINT (-76.9494937 38.9919746),2647,0,Rose,Hybrid,Knock Out,Rosa,x,Radrazz,0,4.5,1,2.5,0,1,4720522.075,-8565978.457,,-76.9494937,38.9919746
POINT (-76.9471929 38.992716),2648,0,Burning Bush,Common,,Euonymus,alatus,,0,0,0,0,0,0,4720628.256,-8565722.336,,-76.9471929,38.992716
POINT (-76.9406018 38.9840445),2649,0,Viburnum,Cranberrybush,Compactus,Viburnum,opulus,Compactus,0,4.5,1,2.5,0,1,4719386.342,-8564988.608,,-76.9406018,38.9840445
POINT (-76.9472777 38.9832396),2650,0,Crapemyrtle,Hybrid,Natchez,Lagerstroemia,x,Natchez,0,0,1,22,8,12.5,4719271.076,-8565731.772,,-76.9472777,38.9832396
POINT (-76.938236 38.9862068),2651,705,Cherry,Yoshino,,Prunus,x yedoensis,,20.3,0.5,1,25.5,6,24,4719696.002,-8564725.25,,-76.938236,38.9862068
POINT (-76.9484302 38.9921036),2652,2981,Oak,Willow,,Quercus,phellos,,20.4,4.5,1,100,18.7,16.1,4720540.537,-8565860.067,,-76.9484302,38.9921036
POINT (-76.9521348 38.9865476),2653,0,Juniper,,,Juniperus,,,0,4.5,1,2,0,2,4719744.812,-8566272.456,,-76.9521348,38.9865476
POINT (-76.9533283 38.9855705),2654,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,7.8,4.5,3,0,0,0,4719604.878,-8566405.321,,-76.9533283,38.9855705
POINT (-76.9428148 38.9906948),2655,0,Cherry,Ornamental,Okame,Prunus,x incamp,Okame,4.2,3.5,1,16,3,6.3,4720338.774,-8565234.969,,-76.9428148,38.9906948
POINT (-76.9531222 38.9889802),2656,0,Hydrangea,Panicle,,Hydrangea,paniculata,,0,4.5,1,0,3,1,4720093.203,-8566382.38,,-76.9531222,38.9889802
POINT (-76.950792 38.9913106),2657,0,Magnolia,Southern,,Magnolia,grandiflora,,4,4.5,1,17.9,2.5,5.7,4720426.973,-8566122.978,,-76.950792,38.9913106
POINT (-76.9477944 38.9841713),2658,0,Osmanthus,Holly-Leaf,Gulftide,Osmanthus,heterophyllus,Gulftide,0,4.5,1,0,0,0,4719404.499,-8565789.288,,-76.9477944,38.9841713
POINT (-76.9420181 38.9897184),2659,3388,Oak,Willow,,Quercus,phellos,,19.8,4.5,1,60,9,20.5,4720198.924,-8565146.274,,-76.9420181,38.9897184
POINT (-76.9530238 38.9889768),2660,0,Crapemyrtle,,,Lagerstroemia,indica,,0,4.5,1,7,0,3,4720092.719,-8566371.429,,-76.9530238,38.9889768
POINT (-76.9332572 38.9832201),2661,0,Holly,Hybrid,Foster,Ilex,x attenuata,Fosteri,0,4.5,1,0,0,0,4719268.278,-8564171.02,,-76.9332572,38.9832201
POINT (-76.9499687 38.990037),2662,0,Holly,,,Ilex,sp.,,0,4.5,1,0,0,0,4720244.56,-8566031.333,,-76.9499687,38.990037
POINT (-76.9500463 38.9929346),2663,0,Cherry,Laurel,Otto Luyken,Prunus,laurocerasus,Otto Luyken,0,4.5,1,0,0,0,4720659.567,-8566039.968,,-76.9500463,38.9929346
POINT (-76.9235204 38.99759),2664,0,Pine,Eastern White,,Pinus,strobus,,5.5,3,1,10.9,1.5,6.5,4721326.364,-8563087.122,,-76.9235204,38.99759
POINT (-76.9416313 38.9909677),2665,0,Aucuba,Japanese,Mr. Goldstrike,Aucuba,japonica,Mr. Goldstrike,0,0,0,0,0,0,4720377.858,-8565103.221,,-76.9416313,38.9909677
POINT (-76.9417677 38.9961034),2666,0,Spruce,Norway,,Picea,abies,,4.3,4.5,1,0,0,0,4721113.436,-8565118.406,,-76.9417677,38.9961034
POINT (-76.9529812 38.9887505),2667,0,Scholar-Tree,Japanese,,Styphnolobium,japonicum,,2.6,4.5,1,0,0,0,4720060.306,-8566366.682,,-76.9529812,38.9887505
POINT (-76.9532919 38.9893664),2668,0,Ash,Green,,Fraxinus,pennsylvanica,,4,4.5,1,19.4,6,4.9,4720148.512,-8566401.269,,-76.9532919,38.9893664
POINT (-76.9413979 38.9907193),2669,0,,,,Rhododendron,x,,0,0,0,0,0,0,4720342.283,-8565077.236,,-76.9413979,38.9907193
POINT (-76.941388 38.9839894),2670,0,Rose,Hybrid,Sunny Knock Out,Rosa,hybrida,Radsunny,0,4.5,1,2,0,1,4719378.453,-8565076.128,,-76.941388,38.9839894
POINT (-76.9503131 38.9926736),2671,0,Abelia,Glossy,Edward Goucher,Abelia,x grandiflora,Edward Goucher,0,4.5,1,2,0,1,4720622.185,-8566069.673,,-76.9503131,38.9926736
POINT (-76.9444203 38.9925034),2672,0,Redwood,Dawn,,Metasequoia,glyptostroboides,,1.5,4.5,1,12,0,0,4720597.804,-8565413.683,,-76.9444203,38.9925034
POINT (-76.9228877 38.9961229),2673,0,Holly,Japanese,,Ilex,crenata,,0,4.5,1,2.5,0,2.8,4721116.229,-8563016.694,,-76.9228877,38.9961229
POINT (-76.9486123 38.9930106),2674,0,Oak,Red,,Quercus,rubra,,8.4,4.5,1,0,0,0,4720670.457,-8565880.337,,-76.9486123,38.9930106
POINT (-76.9331008 38.9831937),2675,400,Pine,Japanese Black,,Pinus,thunbergii,,5.9,4.5,1,31,0.5,10.5,4719264.494,-8564153.608,,-76.9331008,38.9831937
POINT (-76.9482499 38.9919758),2676,0,,,,Rhododendron,,Anemone,0,4.5,1,3,0,1.5,4720522.241,-8565840,,-76.9482499,38.9919758
POINT (-76.9375761 38.9907611),2677,0,Magnolia,Star,,Magnolia,stellata,,0,4.5,1,7,0,2,4720348.263,-8564651.795,,-76.9375761,38.9907611
POINT (-76.9495547 38.9900111),2678,0,Barberry,Japanese,Crimson Pygmy,Berberis,thunbergii var. atropurpurea,Crimson Pygmy,0,4.5,1,0,0,0,4720240.842,-8565985.25,,-76.9495547,38.9900111
POINT (-76.9424205 38.9968934),2679,0,Serviceberry,,,Amelanchier,sp.,,0,4.5,2,5,0,0,4721226.59,-8565191.072,,-76.9424205,38.9968934
POINT (-76.940508 38.9822172),2680,3322,Pine,Japanese Black,,Pinus,thunbergii,,6,4.5,1,10,2.5,12.5,4719124.657,-8564978.173,,-76.940508,38.9822172
POINT (-76.9493566 38.9921573),2681,0,Cherry,Yoshino,,Prunus,x yedoensis,,3.6,3,1,0,0,0,4720548.239,-8565963.195,,-76.9493566,38.9921573
POINT (-76.9520076 38.9899323),2682,0,Pine,Eastern White,,Pinus,strobus,,0,4.5,1,20,0,5.5,4720229.563,-8566258.299,,-76.9520076,38.9899323
